PK,NOMBRE,DESCRIPCION-ENTIDAD,HORARIO,TRANSPORTE,METRO,BUS,RENFE,BICIMAD,APARCAMIENTOS,ACCESIBILIDAD,CONTENT-URL,DIRECCION,NUM,DISTRITO,LATITUD,LONGITUD,TELEFONO,EMAIL,TIPO
1970,Centro Sociocultural Miguel de Cervantes (San Blas - Canillejas),,"De lunes a viernes, de 10 a 14 horas.    Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.","|BUS: 48, 140, 28, 167",Sin metro,"48, 140, 28, 167",Sin renfe,Sin renfe,Sin renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=24be1e79ee71c010VgnVCM1000000b205a0aRCRD,CALLE ALIAGA,5,SAN BLAS-CANILLEJAS,40.4366557020283,-3.6113517282299217,917 430 078,ccmcervantes@madrid.es,CentrosCulturales
5514552,Centro Sociocultural Montecarmelo (Fuencarral - El Pardo),,"Horario del centro:  De lunes a viernes de 8:30 a 15 y de 16 a 21:30 h, Sábados 9 a 15 y de 16 a 21 h   Domingos y festivos, de 10 a 15 h   Horario secretaría talleres:  De lunes a viernes  de 9 a 14:30 horas y de 16:30 a 18:30 horas","|BUS: EMT 134 y 178. Interurbano 712, 713 y 716 |METRO L10 montecarmelo (20 minutos a pie)",L10 montecarmelo (20 minutos a pie),"EMT 134 y 178. Interurbano 712, 713 y 716 ",Sin renfe,Sin renfe,Sin renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=30f2b51ae6295210VgnVCM2000000c205a0aRCRD,AVENIDA SANTUARIO DE VALVERDE,114,FUENCARRAL-EL PARDO,40.51635495615339,-3.685946562681175,917 364 151 / 917 364 329,ccmontecarmelo@madrid.es,CentrosCulturales
1964,Centro Sociocultural Oporto (Carabanchel),,"De lunes a jueves, mañanas, de 10 a 13 y de 16:30 a 18:30 horas. Viernes, de 10 a 13 horas. Julio y agosto cerrado.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.","|METRO: Oporto (líneas 5, 6) , Opañel (línea 6)  |BUS: 55, 81, 108, 118, 81, 34, 35","Oporto (líneas 5, 6) , Opañel (línea 6)  ","55, 81, 108, 118, 81, 34, 35",Sin renfe,Sin renfe,Sin renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=357a1e79ee71c010VgnVCM1000000b205a0aRCRD,AVENIDA OPORTO,78,CARABANCHEL,40.38684744124125,-3.727740326743959,914 603 801,ccoporto@madrid.es,CentrosCulturales
1924,Centro Sociocultural Rafael de León (Fuencarral - El Pardo),,Horario del centro: de lunes a viernes de 9 a 14 y de 16 a 21  h  Secretaría Talleres: de lunes a jueves de 9 a 14:30 y de 16:30 a 19:30 h.   viernes de 9 a 13:30 y de 16 a 18 h.,"|METRO: Avenida de la Ilustración (línea 7) |BUS: 49 , 64 , 67 , 83 , 133",Avenida de la Ilustración (línea 7) ,"49 , 64 , 67 , 83 , 133",Sin renfe,Sin renfe,Sin renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7e0b1e79ee71c010VgnVCM1000000b205a0aRCRD,CALLE ISLA DE ONS,14,FUENCARRAL-EL PARDO,40.48025613358832,-3.7214686777952974,917 310 350,ccrleon@madrid.es,CentrosCulturales
43311,Centro Sociocultural Rosario de Acuña (Latina),Información general en el teléfono: 91 464 93 04. Correo electrónico: cccalasanz@madrid.es . Información sobre cursos y talleres en los siguientes enlaces:   Plataforma cursos y talleres Ayuntamiento de Madrid.  Trámites cursos y talleres Ayuntamiento de Madrid.,Horario de verano:     De julio a septiembre es de 9 a 21 h. de lunes a viernes.    Salas de lectura abiertas de 9:30 a 20:30. h.   Horarios de apertura del centro:  Lunes a Viernes de 9:30 a 21 horas. Sábados de 10 a 13 horas.  Horario de atención al público:  Lunes a Viernes de 10 a 13 horas.,|METRO. Línea 6. Estación: Alto de Extremadura. |BUS. Líneas: 119 y 138.,Línea 6. Estación: Alto de Extremadura. ,Líneas: 119 y 138.,Sin renfe,Sin renfe,Sin renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2bae598d1351c010VgnVCM1000000b205a0aRCRD,CALLE MARIA DEL CARMEN,65,LATINA,40.40647389284976,-3.7327010920242043,914 649 304,ccrosarioacuna@madrid.es,CentrosCulturales
1950,Centro Sociocultural San Cristóbal de los Ángeles (Villaverde),,"El Centro Sociocultural San Cristóbal estará abierto de 9:00 a 21:00 h ininterrumpidamente, de lunes a viernes, excepto en el mes de agosto que permanecerá cerrado para el público. Solamente estará abierto para la actividad de `Viva el verano&amp;acute;. Horario de atención al público, de lunes a jueves de 9:00 a 13:00  h y de 16:00 a 18:00  h y viernes de 9:00 a 13:00 horas. Horario de Navidad:  de 9:00 a 13:00 horas, de lunes a viernes. Durante el mes de julio solamente estará atendido por Auxiliares de información.","|METRO: San Cristóbal (línea 3) |BUS: 59, 79,",San Cristóbal (línea 3) ,"59, 79,",Sin renfe,Sin renfe,Sin renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7f4a79262ef5d010VgnVCM1000000b205a0aRCRD,PLAZA PINAZO,9,VILLAVERDE,40.34233618931469,-3.6905504735084342,917 100 692 / 917 100 413,ccscangeles@madrid.es,CentrosCulturales
1935,Centro Sociocultural San Fermín (Usera),,"De lunes a viernes, de 10 a 14 y de 16 a 19 horas. Julio, de lunes a viernes, de 9 a 16 horas.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.","|METRO: San Fermín - Orcasur (línea 3)  |BUS: 23, 78, 123",San Fermín - Orcasur (línea 3)  ,"23, 78, 123",Sin renfe,Sin renfe,Sin renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1b5b1e79ee71c010VgnVCM1000000b205a0aRCRD,CALLE ESTAFETA,33,USERA,40.371654294908154,-3.692056897625109,917 920 111,ccsanfermin@madrid.es,CentrosCulturales
117716,Centro Sociocultural Santa Petronila (Villaverde),,"El Centro Sociocultural Santa Petronila estará abierto de 9:00 a 21:30 h ininterrumpidamente, de lunes a viernes, y los sábados de 9:30 a 13:00. Agosto permanece cerrado. Horario de atención al publico, secretaría:  lunes a viernes de 9:30 a 14:00 h y de lunes a jueves de 16 a 18 horas. Durante el mes de julio el horario será de 9:00 a 14:00 horas, de lunes a viernes. Teléfonos de atención al público; Información General: 917 791 204 ó ccspetronila@madrid.es Administración: 917 100 309 y 917 109 228","|METRO: Villaverde Bajo Cruce (línea 3) |BUS: 59 , 79 , 85 , 123 |RENFE: Villaverde Bajo",Villaverde Bajo Cruce (línea 3) ,"59 , 79 , 85 , 123 ",Villaverde Bajo,Villaverde Bajo,Villaverde Bajo,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=03f7cbf06c81c010VgnVCM1000000b205a0aRCRD,CALLE MARIA MARTINEZ OVIOL,12,VILLAVERDE,40.35087114162283,-3.691508909255186,917 791 204,ccspetronila@madrid.es,CentrosCulturales
1937,Centro Sociocultural Talleres de Creatividad (Puente de Vallecas),,"De lunes a viernes, de 9 a 13:45 y de 17 a 18:45 horas. Julio, de lunes a viernes, de 9 a 14 horas. Agosto cerrado.   Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.","|METRO: Nueva Numancia, Portazgo (línea 1)  |BUS: 111, 24, 310","Nueva Numancia, Portazgo (línea 1)  ","111, 24, 310",Sin renfe,Sin renfe,Sin renfe,NOT ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b7ab1e79ee71c010VgnVCM1000000b205a0aRCRD,CALLE SIERRA CARBONERA,74,PUENTE DE VALLECAS,40.39010138870244,-3.6653235716960015,917 570 189 / 917 570 240,ctcepvallecas@madrid.es,CentrosCulturales
1971,Centro Sociocultural Teresa de Calcuta (Barajas),,"De lunes a viernes, de 9 a 14 y de 15 a 17 horas.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.","|METRO: Alameda de Osuna (línea 5)  |BUS: 112, 114, 115, 166, 151, 101",Alameda de Osuna (línea 5)  ,"112, 114, 115, 166, 151, 101",Sin renfe,Sin renfe,Sin renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f50e1e79ee71c010VgnVCM1000000b205a0aRCRD,PLAZA NAVIO,4,BARAJAS,40.455320740232835,-3.5876301858469386,913 295 920,ccteresacalcuta@madrid.es,CentrosCulturales
1948,Centro Sociocultural Tetuán,,"De lunes a jueves, de 9:30 a 13:30 y de 16:30 a 18 horas. Viernes de 9:30 a 13:30 horas. Julio, solo mañanas. Agosto cerrado.   Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.","|METRO: Tetuán (línea 1)  |BUS: 66, 124",Tetuán (línea 1)  ,"66, 124",Sin renfe,Sin renfe,Sin renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0ecb1e79ee71c010VgnVCM1000000b205a0aRCRD,CALLE BRAVO MURILLO,251,TETUAN,40.45907909580629,-3.7002532146213043,915 790 851,csctetuan@madrid.es,CentrosCulturales
1923,Centro Sociocultural Valle Inclán (Fuencarral - El Pardo),,Centro: de lunes a viernes de 9 a 14 y de 16 a 21 h  Secretaría Talleres: de lunes a viernes de 9 a 13:30 y de 16 a 18.,"|BUS: 67 , 132",Sin metro,"67 , 132",Sin renfe,Sin renfe,Sin renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=aa1c1e79ee71c010VgnVCM1000000b205a0aRCRD,CALLE ARZOBISPO MORCILLO,7,FUENCARRAL-EL PARDO,40.48106787416528,-3.6933504628706095,913 230 805,ccvalleinclan@madrid.es,CentrosCulturales
1908,Centro Sociocultural Valverde (Fuencarral - El Pardo),,Centro: de lunes a viernes de 9 a 14 y de 16:30 a 22 h  Secretaría: de lunes a viernes de 9 a 13:30 y de 16:30 a 18:30 h.,"|METRO: Fuencarral (línea 10) |BUS: 66, 137",Fuencarral (línea 10) ,"66, 137",Sin renfe,Sin renfe,Sin renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f04c1e79ee71c010VgnVCM1000000b205a0aRCRD,PLAZA ISLAS AZORES,1,FUENCARRAL-EL PARDO,40.49504564211655,-3.6880070256093758,917 364 760,ccvalverde@madrid.es,CentrosCulturales
4679597,Centro Sociocultural Vicálvaro,,"De lunes a viernes, de 9 a 14 horas y de 17 a 19 horas.  De 15 junio a 31 julio y de 1 a 15 septiembre, de lunes a viernes, de 9 a 14 horas. Semana San Isidro, de lunes a viernes, de 9 a 14 horas. Agosto cerrado.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.","|METRO: Vicálvaro (línea 9)  |BUS: 106, 4, E3",Vicálvaro (línea 9)  ,"106, 4, E3",Sin renfe,Sin renfe,Sin renfe,NOT ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=05ec3ef2c5ff5110VgnVCM1000000b205a0aRCRD,CALLE LAGO TITICACA,10,VICALVARO,40.40219442341818,-3.6084585863003733,917 753 200 / 917 753 201,cscvicalvaro@madrid.es,CentrosCulturales
1996,Centro Sociocultural Ágata (Villaverde),,El horario del Centro Sociocultural Ágata es: de lunes a viernes de 8:30 a 21:30 horas  y los sábados de 9:30 a 13:30 horas. El horario de secretaría es: de lunes a viernes de 9:00  a 13:30 horas  y  el horario de tarde lunes miércoles y jueves de 17:00 a 19:30 horas.  Durante el mes de  julio  y Navidad el horario de secretaría será  de 9:00 a 14:00 horas.  Teléfono del Centro Sociocultural: 91 710 93 00. Teléfono de Secretaría: 91 710 92 00.,"|BUS: 22 , 79 , 86 , 130 , 131",Sin metro,"22 , 79 , 86 , 130 , 131",Sin renfe,Sin renfe,Sin renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d9743d0b5e71c010VgnVCM1000000b205a0aRCRD,CALLE DOCTOR MARTIN AREVALO,2,VILLAVERDE,40.34636268334182,-3.708524395897377,917 109 300,ccagata@madrid.es,CentrosCulturales
1916,Centro de Cultura Contemporánea Conde Duque,"El Centro de Cultura Contemporánea Condeduque, de adscripción municipal, se plantea como un espacio de acceso a la cultura contemporánea a través de una programación diversa e innovadora. Un lugar de vida, un centro público para difundir y compartir prácticas artísticas y culturales, abierto a toda la ciudadanía de Madrid.","Centro: lunes a sábado, de 9 a 21 horas. Domingos y festivos, de 10:30 a 14 horas. Lunes, cerrados las salas exposiciones y las taquillas. Cerrado 24, 25 y 31 diciembre y 1 enero.   Exposiciones: martes a sábado, de 10 a 14 y de 17:30 a 21 horas. Domingos y festivos, de 10:30 a 14 hotas.   Taquilla: de 17:30 a 20:30 horas, de martes a viernes. Los fines de semana la taquilla abrirá dos horas antes del inicio de la función.","|METRO: Ventura Rodríguez (línea 3), San Bernardo (líneas 2 y 4), Noviciado (línea 2), Plaza de España (líneas 3 y 10).  |BUS: 002, 001, 1, 133, 138, 2, 44, C1, 74m C2, 21, C03.  |BICIMAD: Estación 13 (calle Conde Duque, 22).","Ventura Rodríguez (línea 3), San Bernardo (líneas 2 y 4), Noviciado (línea 2), Plaza de España (líneas 3 y 10).  ","002, 001, 1, 133, 138, 2, 44, C1, 74m C2, 21, C03.  ",Sin renfe,Sin renfe,Sin renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD,CALLE CONDE DUQUE,9,CENTRO,40.42739911262292,-3.710589286287491,Sin teléfono,Sin email,MonumentosEdificiosArtisticos
11526686,Centro de Educación Ambiental y Cultural Maris Stella (Usera),,"Octubre a marzo   De martes a sábado de 10 a 14 y 15:30 a 18 horas. Domingos  y festivos, de 10 a 14:0 horas.   Abril, mayo, junio y septiembre   De martes a sábado, de 10 a 14 y de 17 a 19:30 horas.  Domingos  y festivos, de 10 a 14 horas.    Julio   De martes a domingo y festivos, de 10 a 14 horas.   Agosto cerrado.","|BUS: 121, 81  |RENFE: Doce de Octubre (C5)  |METRO: Hospital 12 de Octubre (línea 3)",Hospital 12 de Octubre (línea 3),"121, 81  ",Doce de Octubre (C5)  METRO: Hospital 12 de Octubre (línea 3),Doce de Octubre (C5)  METRO: Hospital 12 de Octubre (línea 3),Doce de Octubre (C5)  METRO: Hospital 12 de Octubre (línea 3),ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=85205619bc23d710VgnVCM2000001f4a900aRCRD,CALLE DOCTOR TOLOSA LATOUR,16,USERA,40.374166248648216,-3.7032220308808577,914 801 318,centro.marisstella@madrid.es,CentrosCulturales
6013703,CentroCentro,"CentroCentro es un centro público de cultura y ocio conectado con la ciudad y la vida urbana, ubicado en el emblemático Palacio de Cibeles, antiguo Palacio de Comunicaciones, sede actual del Ayuntamiento de Madrid. Su propuesta plantea el diálogo entre disciplinas &amp;ndash;diseño, ilustración, arte, fotografía, urbanismo, arquitectura, música, literatura, historia&amp;ndash; con el objetivo de activar el pensamiento crítico ante los desafíos del presente y del futuro. Su programación busca generar nuevos modos de relacionarnos con la cultura, desde la reflexión intelectual y desde la diversión, provocando la curiosidad de un público cada vez más diverso. CentroCentro un espacio vivo y efervescente. Lo vertebran: la arquitectura y la historia que lo envuelven, la creatividad que llena sus salas y las actividades que hacen vibrar el palacio. En CentroCentro hay exposiciones, conciertos, talleres, visitas guiadas, eventos, el Centro de Interpretación del Paisaje de la Luz, un punto de información turística, tienda, cafetería y restaurante, áreas sociales y un mirador con vistas únicas. Aquí siempre encontrarás un buen plan. CentroCentro hace de Madrid su foco y materia básica de estudio; tarjeta de presentación de la ciudad, desde el corazón del Paseo del Arte, quiere ser la mejor estación de llegada y de partida para conocer y sentir su pulso cultural.","Exposiciones   Martes a domingo: de 10 a  20 horas. Las salas se desalojarán 15 minutos antes del cierre del centro. Cerrado todos los lunes, 1 y 6 de enero, 1 de mayo y 24, 25 y 31 de diciembre. 5 de enero abierto en horario de mañana.","|METRO: Banco de España  |RENFE |RENFE: Recoletos  |BUS: E1, 203, 14, 27, 37, 45, C03, 1, 146, 15, 2, 20, 51, 52, 74, 9, 10, 34, 001  |APARCAMIENTOS: Montalbán (49), C/ Montalbán (entre Alfonso XI y paseo Prado)  |BICIMAD: Estación 86 (Plaza Cibeles)",Banco de España  ,"E1, 203, 14, 27, 37, 45, C03, 1, 146, 15, 2, 20, 51, 52, 74, 9, 10, 34, 001  ",Sin renfe,Sin renfe,Sin renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5ff519cd7bcee210VgnVCM1000000b205a0aRCRD,PLAZA CIBELES,1,RETIRO,40.41902261618159,-3.692188193693138,914 800 008 / 010 (915 298 210 si llama desde fuera del municipio de Madrid),info@centrocentro.org,CentrosCulturales
10799518,Espacio Abierto Quinta de los Molinos,,"De 10 a 20 horas, de miércoles a domingos. Horario de verano (julio y agosto): De 10 a 21 horas, de miércoles a domingos. Festivos cerrado.","|METRO: Suanzes (línea 5)  |BUS: 77 y 104 (en la calle Alcalá ) / 114 y 146 (por la calle Juan Ignacio Luca de Tena, que es el acceso más directo al centro)  Accesos al parque: tiene cinco puertas, en las calles Alcalá, Juan Ignacio Luca de Tena, Avenida 25 de Septiembre y Miami.",Suanzes (línea 5)  ,"77 y 104 (en la calle Alcalá ) / 114 y 146 (por la calle Juan Ignacio Luca de Tena, que es el acceso más directo al centro)  Accesos al parque: tiene cinco puertas, en las calles Alcalá, Juan Ignacio Luca de Tena, Avenida 25 de Septiembre y Miami.",Sin renfe,Sin renfe,Sin renfe,"ACCESSIBLE,MAGNETIC LOOP",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=80ddc8acadd56610VgnVCM2000001f4a900aRCRD,CALLE JUAN IGNACIO LUCA DE TENA,20,SAN BLAS-CANILLEJAS,40.44774002225867,-3.6292874542291638,913 184 590,info@espacioabiertoqm.com,CentrosCulturales
11575320,"Espacio Cultural Núñez de Balboa, 40 (Salamanca)",,"Horario de atención al público:  De lunes a viernes de 7:45 a 20:45 horas. Sábados de 9:30 a 14 horas y de 16 a 20:45 horas. Domingos de 9:30 a 20:45 horas.  Julio, agosto y septiembre:  De lunes a viernes: horario de apertura al publico 7:45 a 20:45 horas. Sábados y domingos cerrado.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.","|METRO: Velázquez (línea 4), Serrano (línea 4)  |BUS: 1, 9, 19, 21, 51, 53, 74  |BICIMAD: Estación 87 (calle Ayala, 44)","Velázquez (línea 4), Serrano (línea 4)  ","1, 9, 19, 21, 51, 53, 74  ",Sin renfe,Sin renfe,Sin renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=aab225880cd6e710VgnVCM2000001f4a900aRCRD,CALLE NUÑEZ DE BALBOA,40,SALAMANCA,40.426826159507435,-3.6825349481985135,913 982 399,ccemiliapardobazan@madrid.es,SalasEstudioLectura
11681451,Espacio Cultural Serrería Belga,"Este nuevo centro cultural del Ayuntamiento de Madrid tiene como objetivo convertirse en un punto de encuentro para agentes y profesionales de la cultura y en un referente municipal en el entorno cultural del Paseo del Arte y el Barrio de las Letras, donde se encuentra situado. Sus instalaciones son el escaparate perfecto para mostrar el dinamismo creativo madrileño en torno al arte, la música, el diseño, la literatura, la imagen y la gastrocultura.  El singular edificio de arquitectura industrial, construido en el primer cuarto del siglo XX, que acoge este espacio fue la sede de la antigua Serrería Belga. Un importante ejemplo de construcción industrial que forma parte de la lista de inmuebles destacados que componen el Paisaje de la Luz madrileño, reconocido como Patrimonio de la Humanidad por la UNESCO desde el 25 de julio de 2021. Tras una profunda reforma, sus cerca de 4000 m2 se dedicarán a ofrecer una amplia oferta cultural, destacando una planta completa de más de 300 m2 para exposiciones artísticas y una amplia zona dedicada a la poesía, la literatura y al papel de Madrid como capital literaria a lo largo de los siglos. Todas las actividades del Espacio Cultural Serrería Belga son gratuitas.  Para aquellas actividades que requieran acceso con entrada consultar www.serreria-belga.es",,"|METRO: Estación del Arte (línea 1).  |BUS: 6, 10, 14, 19, 26, 27, 32, 34, 37, 45  |RENFE: Atocha (líneas C1, C2, C3, C4, C5, C7, y C10).  |BICIMAD: Estaciones 67 (calle Almadén 28), 27 (calle Jesús, 1), 68 (calle Espalter, 1).",Estación del Arte (línea 1).  ,"6, 10, 14, 19, 26, 27, 32, 34, 37, 45  ","Atocha (líneas C1, C2, C3, C4, C5, C7, y C10).  ","Atocha (líneas C1, C2, C3, C4, C5, C7, y C10).  ","Atocha (líneas C1, C2, C3, C4, C5, C7, y C10).  ",ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c3c0f13cd18a0810VgnVCM1000001d4a900aRCRD,CALLE ALAMEDA,15,CENTRO,40.4105673503608,-3.6937819843413373,915 787 758,hola@serreria-belga.es,CentrosCulturales
10915700,Espacio Polivalente Embajadores,,,"|BUS: 25 , 31 , 33 , 36 , 39 , 41 , 50 , 65 , 138 , C",Sin metro,"25 , 31 , 33 , 36 , 39 , 41 , 50 , 65 , 138 , C",Sin renfe,Sin renfe,Sin renfe,NOT ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a0103e641a099610VgnVCM1000001d4a900aRCRD,CALLE EMBAJADORES,18,CENTRO,40.40974351501623,-3.7062002853639266,Sin teléfono,Sin email,CentrosEspaciosDeporte
1915,Fernán Gómez Centro Cultural de la Villa,,,"|METRO: Colón (línea 4), Serrano (línea 4)  |BUS: 14, 150, 27, 45, 5, 21, 37, C03, 53  |BICIMAD: Estación 93 (calle Goya, 1) / Estación 10 (calle Marqués de la Ensenada, 16)  |RENFE: Recoletos  |APARCAMIENTOS: Colón (2), Plaza de Colón","Colón (línea 4), Serrano (línea 4)  ","14, 150, 27, 45, 5, 21, 37, C03, 53  ",Recoletos  ,Recoletos  ,Recoletos  ,"ACCESSIBLE,MAGNETIC LOOP",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ba663d0b5e71c010VgnVCM1000000b205a0aRCRD,PLAZA COLON,4,SALAMANCA,40.4249721516942,-3.689948085098791,"914 362 540 / 913 184 630 / 913 184 631 (Centralita)
913 184 631 (Información programación)",info.tfg@teatrofernangomez.es,Teatros
4684678,Matadero Madrid,,"Punto de información al visitante: de lunes a domingo, de 9:30 a 21:30 horas. Plaza Matadero, calle Matadero y Placita, entrada libre de lunes a domingo, de 9 a 22 horas. Más información en Matadero Madrid","|RENFE: Embajadores   |METRO: Legazpi (líneas 3, 6)  |BUS: 123, 22, 79, 148, 18, 6, 78, 45, 8, 19, 247, 47, 59, 62, 76, 85, 86, 156, 180, T32  |BICIMAD: Estación 177 (calle Bolívar, 3)","Legazpi (líneas 3, 6)  ","123, 22, 79, 148, 18, 6, 78, 45, 8, 19, 247, 47, 59, 62, 76, 85, 86, 156, 180, T32  ","Embajadores   METRO: Legazpi (líneas 3, 6)  ","Embajadores   METRO: Legazpi (líneas 3, 6)  ","Embajadores   METRO: Legazpi (líneas 3, 6)  ",ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ef686a9ee7336110VgnVCM1000000b205a0aRCRD,PLAZA LEGAZPI,8,ARGANZUELA,40.39130985242181,-3.6958028442054074,913 184 670,info@mataderomadrid.org,SalasExposiciones
4776440,Medialab en Matadero. Matadero Madrid,"Medialab Matadero es un programa del Área de Gobierno de Cultura, Turismo y Deporte del Ayuntamiento de Madrid creado en 2002. Ubicado en un espacio cultural único, el centro de creación contemporánea Matadero Madrid, Medialab Matadero es una plataforma institucional de investigación, creación y producción experimental impulsada por la dinámica del Procomún.",,"|METRO:  Legazpi (líneas 3 y 6).   |BUS: 148, 18, 6, 78, 62, 19, 247, 45, 47, 59, 76, 8, 85, 86.  |BICIMAD: Estación 165 (paseo de la Chopera, 14).", Legazpi (líneas 3 y 6).   ,"148, 18, 6, 78, 62, 19, 247, 45, 47, 59, 76, 8, 85, 86.  ",Sin renfe,Sin renfe,Sin renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=79f59dacff4d7110VgnVCM1000000b205a0aRCRD,PASEO CHOPERA,14,ARGANZUELA,40.39245798191536,-3.6972067902718897,913 184 670,info.m@medialab-matadero.es,CentrosCulturales
10189992,Nave de Terneras del Centro Cultural Casa del Reloj,,Agosto cerrado.,"|METRO: Legazpi (líneas 3, 6)  |BUS: 62, 6, 78, 148  BICIMAD: Estación 165 (Paseo Chopera, 14)","Legazpi (líneas 3, 6)  ","62, 6, 78, 148  BICIMAD: Estación 165 (Paseo Chopera, 14)",Sin renfe,Sin renfe,Sin renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6c5c625c0d168510VgnVCM1000001d4a900aRCRD,PASEO CHOPERA,10,ARGANZUELA,40.393432756132874,-3.6985778802913103,915 886 299 / 915 886 118,Sin email,CentrosCulturales
11956343,Sala de exposiciones La Lonja. Centro Cultural Casa del Reloj (Arganzuela),,De lunes a sábado de 9 a 21 horas,"|METRO: Legazpi (líneas 3, 6)  |BUS: 62, 6, 78, 148  BICIMAD: Estación 165 (Paseo Chopera, 14)","Legazpi (líneas 3, 6)  ","62, 6, 78, 148  BICIMAD: Estación 165 (Paseo Chopera, 14)",Sin renfe,Sin renfe,Sin renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3de6d4ddebac6810VgnVCM1000001d4a900aRCRD,PASEO CHOPERA,10,ARGANZUELA,40.39307289237465,-3.699005654074825,915 886 299 / 915 886 118,Sin email,SalasExposiciones
