PK,NOMBRE,same_as_wikidata_museum,DESCRIPCION-ENTIDAD,HORARIO,METRO,same_as_wikidata_metro,BUS,RENFE,ACCESIBILIDAD,CONTENT-URL,DIRECCION,same_as_wikidata_direccion,NUM,DISTRITO,same_as_wikidata_distrito,LATITUD,LONGITUD,TELEFONO,EMAIL,TIPO
117716,Centro Sociocultural Santa Petronila (Villaverde),,,"El Centro Sociocultural Santa Petronila estara abierto de 9:00 a 21:30 h ininterrumpidamente, de lunes a viernes, y los sabados de 9:30 a 13:00. Agosto permanece cerrado. Horario de atencion al publico, secretaria:  lunes a viernes de 9:30 a 14:00 h y de lunes a jueves de 16 a 18 horas. Durante el mes de julio el horario sera de 9:00 a 14:00 horas, de lunes a viernes. Telefonos de atencion al publico; Informacion General: 917 791 204 o ccspetronila@madrid.es Administracion: 917 100 309 y 917 109 228",Villaverde Bajo-Cruce,https://www.wikidata.org/entity/Q2056616,"59 , 79 , 85 , 123 ",Villaverde Bajo,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=03f7cbf06c81c010VgnVCM1000000b205a0aRCRD,CALLE MARIA MARTINEZ OVIOL,,12,Villaverde,https://www.wikidata.org/entity/Q919536,40.35087114162283,-3.691508909255186,917 791 204,ccspetronila@madrid.es,CentrosCulturales
1937,Centro Sociocultural Talleres de Creatividad (Puente de Vallecas),,,"De lunes a viernes, de 9 a 13:45 y de 17 a 18:45 horas. Julio, de lunes a viernes, de 9 a 14 horas. Agosto cerrado.   Fuera de este horario el centro permanecera abierto durante la celebracion de las actividades que se programen.",Nueva Numancia,https://www.wikidata.org/entity/Q2696516,"111, 24, 310",Sin Renfe,NOT ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b7ab1e79ee71c010VgnVCM1000000b205a0aRCRD,CALLE SIERRA CARBONERA,,74,Puente de Vallecas,https://www.wikidata.org/entity/Q2003054,40.39010138870244,-3.6653235716960015,917 570 189 / 917 570 240,ctcepvallecas@madrid.es,CentrosCulturales
1971,Centro Sociocultural Teresa de Calcuta (Barajas),,,"De lunes a viernes, de 9 a 14 y de 15 a 17 horas.  Fuera de este horario el centro permanecera abierto durante la celebracion de las actividades que se programen.",Alameda de Osuna,https://www.wikidata.org/entity/Q2403543,"112, 114, 115, 166, 151, 101",Sin Renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f50e1e79ee71c010VgnVCM1000000b205a0aRCRD,PLAZA NAVIO,,4,Barajas,https://www.wikidata.org/entity/Q807230,40.455320740232835,-3.5876301858469386,913 295 920,ccteresacalcuta@madrid.es,CentrosCulturales
1948,Centro Sociocultural Tetuan,,,"De lunes a jueves, de 9:30 a 13:30 y de 16:30 a 18 horas. Viernes de 9:30 a 13:30 horas. Julio, solo mananas. Agosto cerrado.   Fuera de este horario el centro permanecera abierto durante la celebracion de las actividades que se programen.",Tetuan,https://www.wikidata.org/entity/Q515413,"66, 124",Sin Renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0ecb1e79ee71c010VgnVCM1000000b205a0aRCRD,Calle de Bravo Murillo,https://www.wikidata.org/entity/Q5740815,251,Tetuan,https://www.wikidata.org/entity/Q1773540,40.45907909580629,-3.7002532146213043,915 790 851,csctetuan@madrid.es,CentrosCulturales
1923,Centro Sociocultural Valle Inclan (Fuencarral - El Pardo),,,Centro: de lunes a viernes de 9 a 14 y de 16 a 21 h  Secretaria Talleres: de lunes a viernes de 9 a 13:30 y de 16 a 18.,Sin metro,,"67 , 132",Sin Renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=aa1c1e79ee71c010VgnVCM1000000b205a0aRCRD,CALLE ARZOBISPO MORCILLO,,7,Fuencarral-El Pardo,https://www.wikidata.org/entity/Q656196,40.48106787416528,-3.6933504628706095,913 230 805,ccvalleinclan@madrid.es,CentrosCulturales
1908,Centro Sociocultural Valverde (Fuencarral - El Pardo),,,Centro: de lunes a viernes de 9 a 14 y de 16:30 a 22 h  Secretaria: de lunes a viernes de 9 a 13:30 y de 16:30 a 18:30 h.,Fuencarral,https://www.wikidata.org/entity/Q2059161,"66, 137",Sin Renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f04c1e79ee71c010VgnVCM1000000b205a0aRCRD,PLAZA ISLAS AZORES,,1,Fuencarral-El Pardo,https://www.wikidata.org/entity/Q656196,40.49504564211655,-3.6880070256093758,917 364 760,ccvalverde@madrid.es,CentrosCulturales
4679597,Centro Sociocultural Vicalvaro,,,"De lunes a viernes, de 9 a 14 horas y de 17 a 19 horas.  De 15 junio a 31 julio y de 1 a 15 septiembre, de lunes a viernes, de 9 a 14 horas. Semana San Isidro, de lunes a viernes, de 9 a 14 horas. Agosto cerrado.  Fuera de este horario el centro permanecera abierto durante la celebracion de las actividades que se programen.",Vicalvaro Station - Rey Juan Carlos University,https://www.wikidata.org/entity/Q2479859,"106, 4, E3",Sin Renfe,NOT ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=05ec3ef2c5ff5110VgnVCM1000000b205a0aRCRD,CALLE LAGO TITICACA,,10,Vicalvaro,https://www.wikidata.org/entity/Q589403,40.40219442341818,-3.6084585863003733,917 753 200 / 917 753 201,cscvicalvaro@madrid.es,CentrosCulturales
1996,Centro Sociocultural agata (Villaverde),,,El horario del Centro Sociocultural agata es: de lunes a viernes de 8:30 a 21:30 horas  y los sabados de 9:30 a 13:30 horas. El horario de secretaria es: de lunes a viernes de 9:00  a 13:30 horas  y  el horario de tarde lunes miercoles y jueves de 17:00 a 19:30 horas.  Durante el mes de  julio  y Navidad el horario de secretaria sera  de 9:00 a 14:00 horas.  Telefono del Centro Sociocultural: 91 710 93 00. Telefono de Secretaria: 91 710 92 00.,Sin metro,,"22 , 79 , 86 , 130 , 131",Sin Renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d9743d0b5e71c010VgnVCM1000000b205a0aRCRD,CALLE DOCTOR MARTIN AREVALO,,2,Villaverde,https://www.wikidata.org/entity/Q919536,40.34636268334182,-3.708524395897377,917 109 300,ccagata@madrid.es,CentrosCulturales
1916,Centro de Cultura Contemporanea Conde Duque,,"El Centro de Cultura Contemporanea Condeduque, de adscripcion municipal, se plantea como un espacio de acceso a la cultura contemporanea a traves de una programacion diversa e innovadora. Un lugar de vida, un centro publico para difundir y compartir practicas artisticas y culturales, abierto a toda la ciudadania de Madrid.","Centro: lunes a sabado, de 9 a 21 horas. Domingos y festivos, de 10:30 a 14 horas. Lunes, cerrados las salas exposiciones y las taquillas. Cerrado 24, 25 y 31 diciembre y 1 enero.   Exposiciones: martes a sabado, de 10 a 14 y de 17:30 a 21 horas. Domingos y festivos, de 10:30 a 14 hotas.   Taquilla: de 17:30 a 20:30 horas, de martes a viernes. Los fines de semana la taquilla abrira dos horas antes del inicio de la funcion.",Ventura Rodriguez,https://www.wikidata.org/entity/Q2378663,"002, 001, 1, 133, 138, 2, 44, C1, 74m C2, 21, C03.  ",Sin Renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD,calle del Conde Duque,https://www.wikidata.org/entity/Q27031730,9,Centro,https://www.wikidata.org/entity/Q1763376,40.42739911262292,-3.710589286287491,Sin telefono,Sin email,MonumentosEdificiosArtisticos
11526686,Centro de Educacion Ambiental y Cultural Maris Stella (Usera),,,"Octubre a marzo   De martes a sabado de 10 a 14 y 15:30 a 18 horas. Domingos  y festivos, de 10 a 14:0 horas.   Abril, mayo, junio y septiembre   De martes a sabado, de 10 a 14 y de 17 a 19:30 horas.  Domingos  y festivos, de 10 a 14 horas.    Julio   De martes a domingo y festivos, de 10 a 14 horas.   Agosto cerrado.",Hospital 12 de Octubre,https://www.wikidata.org/entity/Q929500,"121, 81  ",Doce de Octubre (C5)  METRO: Hospital 12 de Octubre (linea 3),ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=85205619bc23d710VgnVCM2000001f4a900aRCRD,CALLE DOCTOR TOLOSA LATOUR,,16,Usera,https://www.wikidata.org/entity/Q953368,40.374166248648216,-3.7032220308808577,914 801 318,centro.marisstella@madrid.es,CentrosCulturales
6013703,CentroCentro,https://www.wikidata.org/entity/Q56426764,"CentroCentro es un centro publico de cultura y ocio conectado con la ciudad y la vida urbana, ubicado en el emblematico Palacio de Cibeles, antiguo Palacio de Comunicaciones, sede actual del Ayuntamiento de Madrid. Su propuesta plantea el dialogo entre disciplinas &amp;ndash;diseno, ilustracion, arte, fotografia, urbanismo, arquitectura, musica, literatura, historia&amp;ndash; con el objetivo de activar el pensamiento critico ante los desafios del presente y del futuro. Su programacion busca generar nuevos modos de relacionarnos con la cultura, desde la reflexion intelectual y desde la diversion, provocando la curiosidad de un publico cada vez mas diverso. CentroCentro un espacio vivo y efervescente. Lo vertebran: la arquitectura y la historia que lo envuelven, la creatividad que llena sus salas y las actividades que hacen vibrar el palacio. En CentroCentro hay exposiciones, conciertos, talleres, visitas guiadas, eventos, el Centro de Interpretacion del Paisaje de la Luz, un punto de informacion turistica, tienda, cafeteria y restaurante, areas sociales y un mirador con vistas unicas. Aqui siempre encontraras un buen plan. CentroCentro hace de Madrid su foco y materia basica de estudio; tarjeta de presentacion de la ciudad, desde el corazon del Paseo del Arte, quiere ser la mejor estacion de llegada y de partida para conocer y sentir su pulso cultural.","Exposiciones   Martes a domingo: de 10 a  20 horas. Las salas se desalojaran 15 minutos antes del cierre del centro. Cerrado todos los lunes, 1 y 6 de enero, 1 de mayo y 24, 25 y 31 de diciembre. 5 de enero abierto en horario de manana.",Banco de Espana,https://www.wikidata.org/entity/Q2481227,"E1, 203, 14, 27, 37, 45, C03, 1, 146, 15, 2, 20, 51, 52, 74, 9, 10, 34, 001  ",Sin Renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5ff519cd7bcee210VgnVCM1000000b205a0aRCRD,plaza de Cibeles,https://www.wikidata.org/entity/Q1537446,1,Retiro,https://www.wikidata.org/entity/Q2002296,40.41902261618159,-3.692188193693138,914 800 008 / 010 (915 298 210 si llama desde fuera del municipio de Madrid),info@centrocentro.org,CentrosCulturales
10799518,Espacio Abierto Quinta de los Molinos,,,"De 10 a 20 horas, de miercoles a domingos. Horario de verano (julio y agosto): De 10 a 21 horas, de miercoles a domingos. Festivos cerrado.",Suanzes,https://www.wikidata.org/entity/Q2481009,"77 y 104 (en la calle Alcala ) / 114 y 146 (por la calle Juan Ignacio Luca de Tena, que es el acceso mas directo al centro)  Accesos al parque: tiene cinco puertas, en las calles Alcala, Juan Ignacio Luca de Tena, Avenida 25 de Septiembre y Miami.",Sin Renfe,"ACCESSIBLE,MAGNETIC LOOP",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=80ddc8acadd56610VgnVCM2000001f4a900aRCRD,CALLE JUAN IGNACIO LUCA DE TENA,,20,San Blas-Canillejas,https://www.wikidata.org/entity/Q2001937,40.44774002225867,-3.6292874542291638,913 184 590,info@espacioabiertoqm.com,CentrosCulturales
11575320,"Espacio Cultural Nunez de Balboa, 40 (Salamanca)",,,"Horario de atencion al publico:  De lunes a viernes de 7:45 a 20:45 horas. Sabados de 9:30 a 14 horas y de 16 a 20:45 horas. Domingos de 9:30 a 20:45 horas.  Julio, agosto y septiembre:  De lunes a viernes: horario de apertura al publico 7:45 a 20:45 horas. Sabados y domingos cerrado.  Fuera de este horario el centro permanecera abierto durante la celebracion de las actividades que se programen.",Velazquez,https://www.wikidata.org/entity/Q2481170,"1, 9, 19, 21, 51, 53, 74  ",Sin Renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=aab225880cd6e710VgnVCM2000001f4a900aRCRD,Nunez de Balboa Street,https://www.wikidata.org/entity/Q28065000,40,Salamanca,https://www.wikidata.org/entity/Q1773521,40.426826159507435,-3.6825349481985135,913 982 399,ccemiliapardobazan@madrid.es,SalasEstudioLectura
11681451,Espacio Cultural Serreria Belga,,"Este nuevo centro cultural del Ayuntamiento de Madrid tiene como objetivo convertirse en un punto de encuentro para agentes y profesionales de la cultura y en un referente municipal en el entorno cultural del Paseo del Arte y el Barrio de las Letras, donde se encuentra situado. Sus instalaciones son el escaparate perfecto para mostrar el dinamismo creativo madrileno en torno al arte, la musica, el diseno, la literatura, la imagen y la gastrocultura.  El singular edificio de arquitectura industrial, construido en el primer cuarto del siglo XX, que acoge este espacio fue la sede de la antigua Serreria Belga. Un importante ejemplo de construccion industrial que forma parte de la lista de inmuebles destacados que componen el Paisaje de la Luz madrileno, reconocido como Patrimonio de la Humanidad por la UNESCO desde el 25 de julio de 2021. Tras una profunda reforma, sus cerca de 4000 m2 se dedicaran a ofrecer una amplia oferta cultural, destacando una planta completa de mas de 300 m2 para exposiciones artisticas y una amplia zona dedicada a la poesia, la literatura y al papel de Madrid como capital literaria a lo largo de los siglos. Todas las actividades del Espacio Cultural Serreria Belga son gratuitas.  Para aquellas actividades que requieran acceso con entrada consultar www.serreria-belga.es",,Estacion del Arte,https://www.wikidata.org/entity/Q2016175,"6, 10, 14, 19, 26, 27, 32, 34, 37, 45  ","Atocha (lineas C1, C2, C3, C4, C5, C7, y C10).  ",ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c3c0f13cd18a0810VgnVCM1000001d4a900aRCRD,Calle Victor Lamas,https://www.wikidata.org/entity/Q5740784,15,Centro,https://www.wikidata.org/entity/Q1763376,40.4105673503608,-3.6937819843413373,915 787 758,hola@serreria-belga.es,CentrosCulturales
10915700,Espacio Polivalente Embajadores,,,,Sin metro,,"25 , 31 , 33 , 36 , 39 , 41 , 50 , 65 , 138 , C",Sin Renfe,NOT ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a0103e641a099610VgnVCM1000001d4a900aRCRD,"Calle de Embajadores, Madrid",https://www.wikidata.org/entity/Q5740826,18,Centro,https://www.wikidata.org/entity/Q1763376,40.40974351501623,-3.7062002853639266,Sin telefono,Sin email,CentrosEspaciosDeporte
1915,Fernan Gomez Centro Cultural de la Villa,https://www.wikidata.org/entity/Q56426930,,,Colon,https://www.wikidata.org/entity/Q2481248,"14, 150, 27, 45, 5, 21, 37, C03, 53  ",Recoletos  ,"ACCESSIBLE,MAGNETIC LOOP",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ba663d0b5e71c010VgnVCM1000000b205a0aRCRD,plaza de Colon,https://www.wikidata.org/entity/Q970525,4,Salamanca,https://www.wikidata.org/entity/Q1773521,40.4249721516942,-3.689948085098791,"914 362 540 / 913 184 630 / 913 184 631 (Centralita)
913 184 631 (Informacion programacion)",info.tfg@teatrofernangomez.es,Teatros
4684678,Matadero Madrid,https://www.wikidata.org/entity/Q4043800,,"Punto de informacion al visitante: de lunes a domingo, de 9:30 a 21:30 horas. Plaza Matadero, calle Matadero y Placita, entrada libre de lunes a domingo, de 9 a 22 horas. Mas informacion en Matadero Madrid",Legazpi,https://www.wikidata.org/entity/Q2056839,"123, 22, 79, 148, 18, 6, 78, 45, 8, 19, 247, 47, 59, 62, 76, 85, 86, 156, 180, T32  ","Embajadores   METRO: Legazpi (lineas 3, 6)  ",ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ef686a9ee7336110VgnVCM1000000b205a0aRCRD,Legazpi,https://www.wikidata.org/entity/Q5547886,8,Arganzuela,https://www.wikidata.org/entity/Q2000929,40.39130985242181,-3.6958028442054074,913 184 670,info@mataderomadrid.org,SalasExposiciones
4776440,Medialab en Matadero. Matadero Madrid,,"Medialab Matadero es un programa del area de Gobierno de Cultura, Turismo y Deporte del Ayuntamiento de Madrid creado en 2002. Ubicado en un espacio cultural unico, el centro de creacion contemporanea Matadero Madrid, Medialab Matadero es una plataforma institucional de investigacion, creacion y produccion experimental impulsada por la dinamica del Procomun.",,Legazpi,https://www.wikidata.org/entity/Q2056839,"148, 18, 6, 78, 62, 19, 247, 45, 47, 59, 76, 8, 85, 86.  ",Sin Renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=79f59dacff4d7110VgnVCM1000000b205a0aRCRD,"Paseo de la Chopera, Madrid",https://www.wikidata.org/entity/Q27044458,14,Arganzuela,https://www.wikidata.org/entity/Q2000929,40.39245798191536,-3.6972067902718897,913 184 670,info.m@medialab-matadero.es,CentrosCulturales
10189992,Nave de Terneras del Centro Cultural Casa del Reloj,,,Agosto cerrado.,Legazpi,https://www.wikidata.org/entity/Q2056839,"62, 6, 78, 148  BICIMAD: Estacion 165 (Paseo Chopera, 14)",Sin Renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6c5c625c0d168510VgnVCM1000001d4a900aRCRD,"Paseo de la Chopera, Madrid",https://www.wikidata.org/entity/Q27044458,10,Arganzuela,https://www.wikidata.org/entity/Q2000929,40.393432756132874,-3.6985778802913103,915 886 299 / 915 886 118,Sin email,CentrosCulturales
11956343,Sala de exposiciones La Lonja. Centro Cultural Casa del Reloj (Arganzuela),,,De lunes a sabado de 9 a 21 horas,Legazpi,https://www.wikidata.org/entity/Q2056839,"62, 6, 78, 148  BICIMAD: Estacion 165 (Paseo Chopera, 14)",Sin Renfe,ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3de6d4ddebac6810VgnVCM1000001d4a900aRCRD,"Paseo de la Chopera, Madrid",https://www.wikidata.org/entity/Q27044458,10,Arganzuela,https://www.wikidata.org/entity/Q2000929,40.39307289237465,-3.699005654074825,915 886 299 / 915 886 118,Sin email,SalasExposiciones
11601456,Salas de ensayo Pau Dones y Luis Eduardo Aute (Salamanca),,Sala 1: Pau Dones  Sala 2: Luis Eduardo Aute,"Viernes, de 16 a 21 horas. Sabado, de 11 a 14 y de 16 a 21 horas.",O'Donnell,https://www.wikidata.org/entity/Q2479913,"28, E2, E3, 15, 215, 26, 61, 63, C2, E4, E5  ",Sin Renfe,"ACCESSIBLE,TACTILE PAVING",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3f00d661fc60f710VgnVCM1000001d4a900aRCRD,"Calle del Alcalde Sainz de Baranda, Madrid",https://www.wikidata.org/entity/Q28070977,94,Salamanca,https://www.wikidata.org/entity/Q1773521,40.42121783502117,-3.6607653462118437,915 884 012,localensayosalamanca@madrid.es,CentrosCulturales
11701924,Salon y sala de exposiciones en Junta Municipal de Usera,,,"De lunes a viernes, de 9 a 13 y de 17 a 19:30 horas (en Centro cultural Usera I).  Agosto cerrado.  Fuera de este horario el centro permanecera abierto durante la celebracion de las actividades que se programen.",Plaza Eliptica,https://www.wikidata.org/entity/Q782113,"6, 60, 81",Sin Renfe,PARTIALLY ACCESSIBLE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5fb8370bbde11810VgnVCM1000001d4a900aRCRD,avenida de Rafaela Ybarra,https://www.wikidata.org/entity/Q110749248,41,Usera,https://www.wikidata.org/entity/Q953368,40.3823867401053,-3.710861696949648,915 887 214,ccusera@madrid.es,SalasExposiciones
