PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;COD-BARRIO;BARRIO;COD-DISTRITO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
174525;"Teatro Victoria";"";"";"";"Metro: Noviciado (línea 2).  Bus: 002.  Bicimad: Estaciones 16 (calle San Bernardo, 22), 17 (plaza de Carlos Carbonero, 2), 59 (calle Espíritu Santo, 30).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cbe08c89dd91f010VgnVCM2000000c205a0aRCRD";"PEZ";"CALLE";"V";"17";"";"";"";"";"MADRID";"MADRID";"28004";"5";"UNIVERSIDAD";"1";"CENTRO";"440143";"4475035";"40.423796586306075";"-3.705602340628895";"692 686 260";"";"info@teatrovictoria.net";"/contenido/entidadesYorganismos/Teatros"; 
11466221;"TeatroLAB Madrid";"";"";"";"Metro: Carpetana (Línea 6), Carabanchel (línea 5).  Bus: 17.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=733a7509ab8eb710VgnVCM1000001d4a900aRCRD";"LUIS FEITO";"CALLE";"V";"24";"";"";"";"";"MADRID";"MADRID";"28047";"4";"ALUCHE";"10";"LATINA";"436794";"4471519";"40.39188020285107";"-3.7447341234745273";"";"";"info@teatrolabmadrid.com";"/contenido/entidadesYorganismos/Teatros"; 
5000655;"Teatros del Canal";"Descripción monumental: Arquitecto Juan Navarro Baldeweg. Inaugurado oficialmente el 20 de febrero de 2009.";"Taquillas: Todos los días de 14:30 h a 21 horas. Los meses de julio y agosto el horario de taquilla puede variar.";"Servicios de accesibilidad a la comunicación: subtitulado adaptado, audiodescripción, bucle magnético individual, sonido en sala con auriculares (Más información y próximas funciones en www.teatroaccesible.com).";"Metro: Canal (líneas 2 y 7).  Bus: 149, 37, 12, 3.  Bicimad: Estación 201 (José Abascal, frente al número 2).";"";"1,6";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8f63986ba58bc110VgnVCM1000000b205a0aRCRD";"CEA BERMUDEZ";"CALLE";"V";"1";"";"";"";"";"MADRID";"MADRID";"28003";"2";"ARAPILES";"7";"CHAMBERI";"440203";"4476672";"40.438548128643944";"-3.7050571160614263";"913 089 999 / 913 089 950";"";"espectaculos@uteteatrosdelcanal.com";"/contenido/entidadesYorganismos/Teatros"; 
10037669;"Teatros Luchana";"";"";"";"Metro: Iglesia (línea 1), Bilbao (líneas 1 y 4), Alonso Martínez (líneas 4, 5 y 10), Quevedo (línea 2).  Bus: 147, 40, 3, 37.  Bicimad: Estación 124 (calle Manuel Silvela, 20).  Aparcamiento: Plaza de Olavide (52).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=668632e49e404510VgnVCM2000001f4a900aRCRD";"LUCHANA";"CALLE";"V";"38";"";"";"";"";"MADRID";"MADRID";"28010";"3";"TRAFALGAR";"7";"CHAMBERI";"440780";"4475934";"40.43193878823772";"-3.698178873794016";"910 075 684";"";"taquilla@teatrosluchana.es";"/contenido/entidadesYorganismos/Teatros"; 
10038955;"Teatro. Arte &amp; Desmayo";"";"";"";"Metro: Marques de Vadillo (Línea 5).  Bus: 116.  Bicimad: Estación 354 (calle Jacinto Verdaguer, 12).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fe5f364c13a04510VgnVCM2000001f4a900aRCRD";"BALEARES";"CALLE";"V";"14";"local 3";"";"";"";"MADRID";"MADRID";"28019";"1";"COMILLAS";"11";"CARABANCHEL";"439442";"4471824";"40.394818509595254";"-3.7135603167319573";"609 158 578";"";"artedesmayo@gmail.com";"/contenido/entidadesYorganismos/Teatros"; 
187464;"Teatro. Artespacio Plot Point";"";"";"";"Metro: Embajadores (línea 3), Acacias (línea 5).  Autobuses: 148, 60, 78.  Cercanías Renfe: Embajadores (línea C5).  Bicimad: Estaciones 170 (paseo de la Esperanza, 21), 47 (glorieta de Embajadores, 6), 121 (paseo de Santa María de la Cabeza, 58).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ea2dd2bec675e010VgnVCM1000000b205a0aRCRD";"ERCILLA";"CALLE";"V";"29";"";"";"";"";"MADRID";"MADRID";"28005";"2";"ACACIAS";"2";"ARGANZUELA";"440426";"4472606";"40.401936015245106";"-3.702039763916271";"914 749 765";"";"info@plotpoint.es";"/contenido/entidadesYorganismos/Teatros"; 
6831483;"Teatro. Bululú 2120";"";"";"";"Metro: Palos de la Frontera (línea 3), Delicias (línea 3).  Bus: 19, 247, 45, 47, 8, 86, 55, 6, 59, 85.  Cercanías Renfe: Delicias (Líneas C1 y C10).  Bicimad: Estaciones 121 (paseo de Santa María de la Cabeza, 58), 120 (calle Palos de la Frontera, 27).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=11fee3831910d310VgnVCM1000000b205a0aRCRD";"CANARIAS";"CALLE";"V";"16";"";"";"";"";"MADRID";"MADRID";"28045";"6";"PALOS DE MOGUER";"2";"ARGANZUELA";"440896";"4472605";"40.401958738062355";"-3.6965212526388838";"913 600 193";"";"bululu@bululu2120.com";"/contenido/entidadesYorganismos/Teatros"; 
10037710;"Teseo Teatro";"";"";"";"Metro: Puerta de Toledo (línea 5).  Bus: C2, C1, 41.  Bicimad: Estación 236 (paseo Imperial, 20).  Aparcamiento: Parking VOT (97), Ventosa.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f852a73970504510VgnVCM2000001f4a900aRCRD";"SEGOVIA";"RONDA";"V";"61";"";"";"";"";"MADRID";"MADRID";"28005";"1";"PALACIO";"1";"CENTRO";"439256";"4473343";"40.40849618377386";"-3.715902634905134";"652 243 748";"";"telon@teseoteatro.com";"/contenido/entidadesYorganismos/Teatros"; 
10511907;"Theatre for the people";"";"";"";"Metro: Noviciado (línea 2), Chueca (línea 5), Tribunal (líneas 1 y 10), Callao (línea 3 y 5), Gran Vía (líneas 1 y 5).  Bus: 002.  Bicimad: Estaciones 17 (plaza de Carlos Carbonero, 2), 55 (plaza de San Ildefonso)  Aparcamientos: Luna-Tudescos (14) plaza Santa María Soledad Torres Acosta; Barco (1), calle Barco.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0ad1fef1bacee510VgnVCM1000001d4a900aRCRD";"CARLOS CAMBRONERO";"PLAZA";"V";"5";"";"";"";"";"MADRID";"MADRID";"28004";"5";"UNIVERSIDAD";"1";"CENTRO";"440289";"4474961";"40.42314671010554";"-3.7038821535136424";"915 215 568";"";"adan.black@theatreforthepeople.com";"/contenido/entidadesYorganismos/Teatros"; 

