PK,NOMBRE,DESCRIPCION-ENTIDAD,HORARIO,ACCESIBILIDAD,CONTENT-URL,NOMBRE-VIA,CLASE-VIAL,TIPO-NUM,NUM,LOCALIDAD,PROVINCIA,CODIGO-POSTAL,COD-BARRIO,BARRIO,COD-DISTRITO,DISTRITO,distrito_wikidata,COORDENADA-X,COORDENADA-Y,LATITUD,LONGITUD
11681451,Espacio Cultural Serrería Belga,"Este nuevo centro cultural del Ayuntamiento de Madrid tiene como objetivo convertirse en un punto de encuentro para agentes y profesionales de la cultura y en un referente municipal en el entorno cultural del Paseo del Arte y el Barrio de las Letras, donde se encuentra situado. Sus instalaciones son el escaparate perfecto para mostrar el dinamismo creativo madrileño en torno al arte, la música, el diseño, la literatura, la imagen y la gastrocultura.  El singular edificio de arquitectura industrial, construido en el primer cuarto del siglo XX, que acoge este espacio fue la sede de la antigua Serrería Belga. Un importante ejemplo de construcción industrial que forma parte de la lista de inmuebles destacados que componen el Paisaje de la Luz madrileño, reconocido como Patrimonio de la Humanidad por la UNESCO desde el 25 de julio de 2021. Tras una profunda reforma, sus cerca de 4000 m2 se dedicarán a ofrecer una amplia oferta cultural, destacando una planta completa de más de 300 m2 para exposiciones artísticas y una amplia zona dedicada a la poesía, la literatura y al papel de Madrid como capital literaria a lo largo de los siglos. Todas las actividades del Espacio Cultural Serrería Belga son gratuitas.  Para aquellas actividades que requieran acceso con entrada consultar www.serreria-belga.es",Not informed Value,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c3c0f13cd18a0810VgnVCM1000001d4a900aRCRD,ALAMEDA,CALLE,V,15,MADRID,MADRID,28014,3,CORTES,1,Centro,https://wikidata.org/entity/Q1763376,441134,4473558,40.4105673503608,-3.6937819843413373
10915700,Espacio Polivalente Embajadores,Not informed Value,Not informed Value,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a0103e641a099610VgnVCM1000001d4a900aRCRD,EMBAJADORES,CALLE,V,18,MADRID,MADRID,28012,2,EMBAJADORES,1,Centro,https://wikidata.org/entity/Q1763376,440080,4473475,40.40974351501623,-3.7062002853639266
1915,Fernán Gómez Centro Cultural de la Villa,Not informed Value,Not informed Value,"1,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ba663d0b5e71c010VgnVCM1000000b205a0aRCRD,COLON,PLAZA,V,4,MADRID,MADRID,28001,1,RECOLETOS,4,Salamanca,https://wikidata.org/entity/Q1773521,441472,4475155,40.4249721516942,-3.689948085098791
4684678,Matadero Madrid,Not informed Value,"Punto de información al visitante: de lunes a domingo, de 9:30 a 21:30 horas. Plaza Matadero, calle Matadero y Placita, entrada libre de lunes a domingo, de 9 a 22 horas. Más información en Matadero Madrid",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ef686a9ee7336110VgnVCM1000000b205a0aRCRD,LEGAZPI,PLAZA,V,8,MADRID,MADRID,28045,3,CHOPERA,2,Arganzuela,https://wikidata.org/entity/Q2000929,440946,4471422,40.39130985242181,-3.6958028442054074
4776440,Medialab en Matadero. Matadero Madrid,"Medialab Matadero es un programa del Área de Gobierno de Cultura, Turismo y Deporte del Ayuntamiento de Madrid creado en 2002. Ubicado en un espacio cultural único, el centro de creación contemporánea Matadero Madrid, Medialab Matadero es una plataforma institucional de investigación, creación y producción experimental impulsada por la dinámica del Procomún.",Not informed Value,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=79f59dacff4d7110VgnVCM1000000b205a0aRCRD,CHOPERA,PASEO,V,14,MADRID,MADRID,28045,3,CHOPERA,2,Arganzuela,https://wikidata.org/entity/Q2000929,440828,4471551,40.39245798191536,-3.6972067902718897
10189992,Nave de Terneras del Centro Cultural Casa del Reloj,Not informed Value,Agosto cerrado.,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6c5c625c0d168510VgnVCM1000001d4a900aRCRD,CHOPERA,PASEO,V,10,MADRID,MADRID,28045,3,CHOPERA,2,Arganzuela,https://wikidata.org/entity/Q2000929,440713,4471660,40.393432756132874,-3.6985778802913103
11956343,Sala de exposiciones La Lonja. Centro Cultural Casa del Reloj (Arganzuela),Not informed Value,De lunes a sábado de 9 a 21 horas,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3de6d4ddebac6810VgnVCM1000001d4a900aRCRD,CHOPERA,PASEO,V,10,MADRID,MADRID,28045,3,CHOPERA,2,Arganzuela,https://wikidata.org/entity/Q2000929,440676,4471620,40.39307289237465,-3.699005654074825
11601456,Salas de ensayo Pau Donés y Luis Eduardo Aute (Salamanca),Sala 1: Pau Donés  Sala 2: Luis Eduardo Aute,"Viernes, de 16 a 21 horas. Sábado, de 11 a 14 y de 16 a 21 horas.","1,5",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3f00d661fc60f710VgnVCM1000001d4a900aRCRD,ALCALDE SAINZ DE BARANDA,CALLE,V,94,MADRID,MADRID,28007,3,FUENTE DEL BERRO,4,Salamanca,https://wikidata.org/entity/Q1773521,443945,4474719,40.42121783502117,-3.6607653462118437
11701924,Salón y sala de exposiciones en Junta Municipal de Usera,Not informed Value,"De lunes a viernes, de 9 a 13 y de 17 a 19:30 horas (en Centro cultural Usera I).  Agosto cerrado.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5fb8370bbde11810VgnVCM1000001d4a900aRCRD,RAFAELA YBARRA,AVENIDA,V,41,MADRID,MADRID,28026,7,PRADOLONGO,12,Usera,https://wikidata.org/entity/Q953368,439660,4470442,40.3823867401053,-3.710861696949648
,,Not informed Value,Not informed Value,,,,,,,,,,,,,,,,,,
