farmacia_nro_soe;titular_nombre;direccion_vial_tipo;direccion_vial_nombre;direccion_vial_nro;municipio_nombre;localizacion_coordenada_x;localizacion_coordenada_y
2423;Elisa Leciñena Castells;CALLE;San Nicolás;1;Parla;434635;4454640
2424;Sara Corral Cumplido;CALLE;Alameda;2;Valdeolmos-Alalpardo;459866;4497659
2425;Elena Barrio Rubio-Iglesias;CALLE;de la Cañada Real de Toledo;17;Pinto;440436;4454387
2426;Maria Carmen Garcia Ventosa;CALLE;Galicia;22;Fuenlabrada;431208;4460945
2427;Luis Jacobo Rodriguez Segura;CALLE;del Cerrillo;51;Cabanillas de la Sierra;447126;4519149
2428;Maria Luisa Urquia Grande;AVDA;Pablo VI;5;Pozuelo de Alarcón;431392;4476099
2429;Marta Uson Bouthelier;CALLE;de la Rioja;1;Coslada;453292;4475669
2430;Mª Elena Martin Fernandez;AVDA;de Viñagrande;27;Alcorcón;431736;4466800
2431;Rosa Mª Miguel Gonzalez;AVDA;Francia;45;Leganés;436901;4465103
2432;Maria Jose Cuadrado Gomez;CALLE;General Yagüe;S/N;Villamantilla;404041;4465740
2433;Aurora Fernandez De Velasco Casas;CALLE;Pardo de Santallana;6;Collado Villalba;414443;4498086
2434;Luis Antonio Escudero Blazquez;CALLE;de la Soledad;1;Ribatejada;466778;4501753
2435;Elena Fernandez-Mazarambroz Fernandez-Montes;CALLE;del Pilar;13;San Sebastián de los Reyes;446794;4488795
2436;Laura Pilar Soldevila Manrique;CALLE;de Castilla la Nueva;31;Fuenlabrada;432194;4460725
2437;Mª Jose Arancon Revilla;AVDA;Francfort;17;Coslada;454153;4474574
2439;Maria González Rodríguez;AVDA;del Guadalix;37;Algete;450613;4497855
2440;Inmaculada Redondo Cantera;SECT;Literatos;2;Tres Cantos;439607;4495411
2441;Sagrario Martinez Merino;CALLE;San Antón;70;Parla;434682;4454869
2442;Elena Marin Cuenda;CALLE;de José Alix Alix;16;San Fernando de Henares;454806;4475465
2443;Fernando Monedero Mateo;CALLE;de la Comunidad de Madrid;9;Fuenlabrada;432150;4458881
2444;Rut Nogales Molero;AVDA;Calatalifa;22;Villaviciosa de Odón;423200;4467447
2445;Fernando Martinez Dargallo;AVDA;de la Estación;23;Gargantilla del Lozoya y Pinilla de Buitrago;439718;4534816
2446;Jose Rodolfo Aragon Alvarez;AVDA;de Andalucía;3;San Sebastián de los Reyes;446620;4489365
2447;Vicente Rodriguez Moraleda;PASEO;de la Estación;6;Arganda del Rey;462182;4461569
2448;Mª Zaira Garcia Miranda;CALLE;Mayor;4;Corpa;477761;4475136
2449;Laura Martín  Gago;PASEO;de los Lanceros;2;Madrid;432706;4470146
2450;Angeles Perez Lopez-Lucendo;URB;Nuevo Versalles;237;Fuenlabrada;429255;4460781
2451;Esther Moreda Martin;CALLE;de las Parras;16;Valdepiélagos;460794;4512291
2452;Mª Antonia Aguirre Trigo;AVDA;Juan de Austria;30;Alcalá de Henares;470226;4481879
2453;Mª Isabel Del Campo Santos;CALLE;Valle del Roncal;S/N;Villanueva de la Cañada;419646;4480096
2454;Mª Jesús Marqués Botija;CALLE;Cuenca;40;Parla;434933;4455030
2455;Monica Susana Jiménez Trujillo;CALLE;Gómez Tejedor;50;Pozuelo de Alarcón;431502;4478672
2456;Maria Jose Romero Fernandez;AVDA;de Zarauz;4;San Fernando de Henares;455195;4474595
2457;Ignacio Miguel Soriano Sempere;CALLE;de la Comunidad de Madrid;37;Rozas de Madrid, Las;425786;4482478
2458;Isabel Gomez De Agüero Ramirez;PSAJE;de Colón;2;Valdemoro;442552;4449240
2459;Mª Begoña Gabaldon Mañez;CALLE;Real;44;Villar del Olmo;479910;4464728
2460;Maria Teresa Alonso Rodriguez;CALLE;de Grecia;16;Fuenlabrada;431565;4459346
2461;Paloma Sanchez Alarcon;CALLE;de Nazaret;13;Fuenlabrada;432080;4460018
2462;Begoña Irene Sanchez Zubizarreta;AVDA;de las Provincias;25;Fuenlabrada;431786;4461055
2463;Elena Berenguer Manzaneque;CALLE;de la Fuente;2;Berrueco, El;452656;4526418
2464;Mª Jose Barrero Civera;PLAZA;de Pablo Picasso;1;Rivas-Vaciamadrid;453289;4468356
2465;Laureano Calvillo Rodriguez;CALLE;Granada;12;Coslada;452049;4474916
2466;Maria Emilia Gutierrez Del Olmo Miguel;CALLE;Francia;35;Fuenlabrada;431633;4459691
2467;Pilar Lazaro Sancho;CMNO;de Tomillarón;5;Rozas de Madrid, Las;426684;4482689
2468;Esteban Madrazo Sanchez;CALLE;Méjico;29;Coslada;453985;4475423
2469;Guadalupe Navalon Torres;AVDA;del Doce de Octubre;28;San Martín de la Vega;450705;4450961
2470;Maria Rosario Lorenzo Mateos;CALLE;Pablo Casals;22;Parla;434168;4453556
2471;Ana Isabel Lopez Rodriguez;CALLE;del Sotillo;3;Batres;421663;4451454
2473;Mª Gracia Selas Margolles;CALLE;Salamanca;16;Fuenlabrada;432588;4460007
2474;Eva Pacheco Cuesta;AVDA;de Loyola;9;Aranjuez;447662;4431042
2475;Concepcion Trujillo Gallego;CALLE;José María Pemán;2;Valdemoro;441332;4449474
2476;Julio Sanchez Navarro;CALLE;de Lima;34;Fuenlabrada;432886;4460171
2478;Javier Lopez Valencia;CALLE;Bruselas;24;Rozas de Madrid, Las;424318;4483997
2479;Victoria Fatima Garrido Lopez;AVDA;de los Sauces;43;Móstoles;421241;4462071
2480;Gala Cuñago Minguell;CALLE;Plata;68;Torrejón de Ardoz;461376;4478369
2481;Valerio Albacete De La Cruz;CALLE;del Maestro;5;Alpedrete;413390;4501282
2482;Raimundo Francisco Yglesias-Palomar Bermejo;CALLE;Lobo;1;Navalafuente;443027;4519356
2483;Alicia Vanaclocha Lopez;CALLE;Principal;103;Escorial, El;410053;4495478
2484;Magdalena Ruiz De Gordejuela Quindos;CALLE;de Mercurio;3;Alcorcón;431446;4467056
2485;Miguel Angel Gonzalez Fuster;CALLE;Maestro Luna;2;Alcobendas;445595;4489336
2486;Isidro Dominguez Alvarez;AVDA;de los Andes;13;Fuenlabrada;433121;4460816
2487;Daniel Federico Martin  Redondo;CUSTA;de San Francisco;9;Rozas de Madrid, Las;426134;4482763
2489;Ana Lavara Solera;CALLE;Vilches;40;Campo Real;467400;4465319
2490;Rosa Angela Tormo Castro;CALLE;Bancos de Bazán;15;Colmenar de Oreja;467160;4439916
2491;Borja Hours Valdenebro;AVDA;de Viñuelas;38;Tres Cantos;440496;4493928
2492;Esther Rey Jara;PASEO;de Santa Teresa;4;Navas del Rey;393788;4471249
2493;Antonio Galiano Manzano;CALLE;del Real;1;Molinos, Los;409208;4507348
2494;Rosa Marcos Bravo;PLAZA;de la Constitución;1;Fresno de Torote;466032;4496870
2495;Jose Maria Lopez Gonzalez;CALLE;Zaragoza;8;Alcalá de Henares;470641;4481626
2497;Gloria Iglesias Serrano;CALLE;del Puerto de Despeñaperros;;Venturada;449279;4515820
2498;Ana Reneses Setien;AVDA;las Suertes;S/N;Collado Villalba;415046;4497099
2499;Francisco Ros   Ruiz;CALLE;de Azorín;S/N;Móstoles;425226;4463724
2500;Rosa Maria Alvarez Molina;AVDA;Europa;26;Pozuelo de Alarcón;433436;4477058
2501;Humberto Garaizar Guezuraga;PLAZA;de las Estalactitas;1;Getafe;436727;4461180
2502;Maria Isabel Herrera Martin;CALLE;Corral del Cura;1;Garganta de los Montes;442081;4530221
2503;Claudio Ignacio Bejarano Escuder;PLAZA;de San Isidro;1;Torremocha de Jarama;458119;4520614
2504;Blas Martinez Ortiz;CALLE;Nueva York;34;Móstoles;427254;4463207
2505;David Corvillo Avis;CALLE;Río Tajuña;1;Ambite;484459;4464039
2506;Juan Jose Lafuente Lopez-Salazar;CALLE;del Pintor Murillo;16;Móstoles;426047;4464514
2507;Maria Del Reposo Bermejo Babiano;AVDA;de Ramón y Cajal;2;San Sebastián de los Reyes;447344;4488641
2508;Marcelo Almarcha Lopez;CALLE;Motrico;7;San Fernando de Henares;455343;4474444
2509;Manuel Martinez Del Peral Mayor;AVDA;de España;225;Rozas de Madrid, Las;424919;4482573
2510;Fernando Velez Perez;AVDA;de España;48;San Sebastián de los Reyes;446337;4488551
2511;Nuria Robledo  Jorge;AVDA;de Juan Carlos I;11;Getafe;436381;4460018
2512;Herederos De Isabel Rodriguez Perea;CTRA;Nacional I (Variante Alcobendas);km.10,200;Alcobendas;444874;4486515
2513;Marta Matas Areal;CALLE;María Zambrano;3;Rivas-Vaciamadrid;454626;4467103
2514;Manuel Calatrava Rico;AVDA;de la Hispanidad;S/N;Madrid;451792;4479717
2515;Maria Pilar De La Cruz Lopez;CALLE;Nuevo Baztán;12;Alcalá de Henares;467862;4482570
2516;Antonio Jose Pizarroso Nieto;CALLE;del Real;15;Pozuelo del Rey;472780;4468362
2517;Leticia Vega Castillo;CALLE;de Lorenzo Niño;10;Escorial, El;404468;4493218
2518;Cristina De La Plaza Aguado;CALLE;de la Morería;60;Morata de Tajuña;462993;4453586
2519;Jesus Florencio Gomez Ruiz;AVDA;del Instituto;5;Arganda del Rey;462620;4460970
2520;Elena Pillado Rodriguez;CALLE;de Valserrano;3;Algete;457758;4493671
2521;Montserrat Rodriguez Sanchez De Rojas;CALLE;de los Reajillos;1;Canencia;437810;4528691
2522;Maria Elena Cotrina Polo;CALLE;de José María Usandizaga;30;Alpedrete;413475;4498665
2523;Celia Fernandez De Landa Lastra;CALLE;San Roque;37;Majadahonda;425480;4480615
2524;Susana Hidalgo Soto;CALLE;Alcorcón;1;Humanes de Madrid;429880;4456561
2525;Maria Eugenia Dean Montero;URB;Parque Miraflores;50;Fuenlabrada;428855;4462908
2527;Mª Carolina Fernandez Mosquera;CALLE;de la Estación;2;Miraflores de la Sierra;436004;4518201
2528;Rita Maria Muñoz Muñoz;CALLE;Camino del Cura;10;Alcobendas;445333;4484370
2529;Maria Isabel Coma Fort;CALLE;de Nanclares de Oca;10;Madrid;451054;4477309
2530;Pedro Diaz Vico;CALLE;de Quito;2-4;Fuenlabrada;432887;4460775
2531;Gema Gavilanes Borja;CALLE;Chile;162;Coslada;453872;4474957
2532;Marta Susaeta Ruiz;CALLE;de la Era;10;Mejorada del Campo;458770;4472150
2533;Marta Villarroya Mora;CALLE;de Chipre;7;Fuenlabrada;431320;4459176
2534;Gema Garcia Ramos;CALLE;Anchuelo;3;Valverde de Alcalá;474628;4474244
2535;Antonio Algora Cabello;CALLE;del Portal de Belén;9;Arganda del Rey;459552;4463019
2536;Amalia Gella Rodero;AVDA;de Monteclaro;s/n;Pozuelo de Alarcón;428292;4477215
2537;Gonzalo Lopez-Asiain Castaño;CALLE;de Juliana;4;Escorial, El;404091;4493485
2538;Ana Maria Quiros Roldan;CALLE;de Groenlandia;4;Getafe;443735;4463879
2539;Luisa Mª Martin Martin;PASEO;Alfredo Carneros;9;Collado Mediano;412341;4504974
2540;Maria Ruano Sastre;CTRA;de Galapagar-La Navata;152;Galapagar;416758;4494549
2541;Maria Pradas Gonzalez;CALLE;de Andalucía;5;Tres Cantos;438919;4496627
2543;Cristina Chico Vicente;PASEO;Emilio Parra Gasque;20;Robledo de Chavela;395301;4484430
2544;Ana Mª Otero Morales;AVDA;de Montepríncipe;23;Boadilla del Monte;428472;4473844
2545;Isabel Fernandez Gomez;TRVA;del Tolón;1;Miraflores de la Sierra;435398;4518105
2546;Soledad Faya Rubio;AVDA;Madrid;7;Patones;458901;4522561
2547;Rosario Terceño Gonzalez;CALLE;de Sigüenza;S/N;Boadilla del Monte;425102;4473113
2548;Isabel Dema Rodriguez;AVDA;Juan Carlos I;46;Collado Villalba;414617;4498712
2550;Milagros Garcia Ayuso;CALLE;de Samuel Baltes;54;Villarejo de Salvanés;476078;4446400
2551;Angeles Velasco Cañas;CALLE;Duero;s/n;Villaviciosa de Odón;421088;4470952
2552;Laura Cardona Ayuso;AVDA;de Madrid;10;Hoyo de Manzanares;423161;4496996
2553;Maria Belen Torres Alvarez;CALLE;Miralrío;9;Villanueva de la Cañada;414653;4477942
2554;Maria Jose Hernandez Gonzalez De Mendoza;CMNO;Real;1;Rozas de Madrid, Las;420211;4487484
2555;Lucrecia Gutierrez Muñoz;CALLE;del Charcón;1;Boalo, El;422248;4507827
2556;Nuria Sanchez Ortiz;CALLE;de la Fragua;41;Alameda del Valle;428905;4530144
2557;Antonio Moreno Flores;CALLE;Soberanía;38;Galapagar;414977;4492046
2558;Lourdes Perez Perez;CALLE;Aquilón;2;Pozuelo de Alarcón;432490;4473858
2559;Ana Maria Dominguez Jacome;CALLE;Redondillo;2;Moralzarzal;418034;4503050
2561;Maria Lara Vicente Lopez;AVDA;de España;17;Alcobendas;445813;4488766
2563;Alicia Gallego Buzon;CTRA;de la Coruña;;Rozas de Madrid, Las;425082;4486385
2564;Josefina Muñoz Guerra;AVDA;Cañada Toledana;36;Griñón;426982;4451934
2565;Rosa Mª De La Plaza Cabrero;AVDA;Manuel Gutiérrez Mellado;7;Villaviciosa de Odón;423863;4467087
2566;Carmen Laso Lopez;AVDA;Europa;7;Pozuelo de Alarcón;432368;4476581
2567;Ana Cruz Casero;CALLE;Principal;2;Madrid;440584;4465083
2568;Mª Angeles Navarro Diaz-Bernardo;CALLE;de Rosa Luxemburgo;s/n;Madrid;434593;4477999
2569;Mª Cruz Gloria Palomino Medrano;AVDA;Europa;2;Pozuelo de Alarcón;431758;4476247
2570;Francisca Martin Taberna;AVDA;Guadarrama;2;Majadahonda;426168;4481437
2572;Maria Tatiana Dilla Quintero;AVDA;del Villar;34;Puentes Viejas;450791;4534950
2573;Monica Encinas Lopez;CALLE;Moscú;1;Coslada;453053;4474279
2574;Gabriel Pascual Borge;SECT;Oficios;4;Tres Cantos;439470;4495177
2575;Mª Mercedes Bernardez Lazaro;CALLE;Juan XXIII;13;Parla;435150;4454823
2576;Isabel Suena Meco;PASEO;de la Chopera;s/n;Rivas-Vaciamadrid;454356;4468555
2577;Mª Del Pilar Teno Sanchez;PASEO;de San Sebastián;63;Becerril de la Sierra;416019;4507089
2578;Isabel Benitez-Donoso Medio;CALLE;Ramón y Cajal;1;Pozuelo de Alarcón;431805;4476955
2579;Maria Consuelo Izquierdo De Juan;CALLE;de Extremadura;12;Fuenlabrada;432289;4459128
2580;Mª Paz Borges Carbajo;AVDA;de la Constitución;15;Villa del Prado;388889;4459225
2581;Teresa Viñaras Jimenez;CALLE;de Guadalajara;2;Brea de Tajo;490740;4453294
2582;Marta Amezcua Cristobal;CALLE;de Puente la Reina;12;Madrid;442679;4483711
2583;Asuncion Cuesta Del Pino;CALLE;de Canal Isabel II;4;Pinilla del Valle;430760;4531016
2584;Marina Rosa Garate Camara;PLAZA;de la Villa;3;Redueña;449105;4518527
2585;Carolina Guevara Martínez;CALLE;de José Ramón Vizcaíno;8;Madrid;447862;4475694
2586;Maria Cruz Zarza Cantos;SECT;Descubridores;47;Tres Cantos;439368;4495390
2587;Isabel Fresnillo Rodriguez;CTRA;de los Molinos;20;Cercedilla;409873;4509773
2588;Rafael Clemente Mondéjar;CALLE;del Concejal Francisco José Jiménez Martín;38;Madrid;437378;4472622
2589;Daniel Almarcha Linares;CALLE;de Agastia;32;Madrid;444844;4477371
2590;Fabriciano Bayo Garcia;PLAZA;de la Villa;5;Olmeda de las Fuentes;481146;4468743
2591;Rafael De Miguel Nuñez;CALLE;Tenerife;1;Valdemoro;443167;4449341
2592;Maria Luz Del Pino Sierra;CALLE;de la Costa Brava;36;Madrid;439563;4483406
2593;Araceli Mendiguchia Garcia;CALLE;Tarragona;33;Leganés;435898;4463642
2594;Ana Vidal Mena;RONDA;del Concejo;10;Navalcarnero;413695;4459893
2595;Josefina Arzua Vazquez;RONDA;del Caballero de la Mancha;59;Madrid;441377;4483556
2596;Maria Gema Morato Hernandez;CALLE;Navarra;2;San Martín de la Vega;450478;4451573
2597;Mercedes Garcia-Morato Soto;CALLE;del Jazmín;76;Madrid;443847;4481459
2598;Ana Laso Lopez;CALLE;de Antonio López;199;Madrid;440964;4470510
2599;Jose Miguel Gonzalez Hijas;CALLE;del Doctor Michavila;13;Coslada;452362;4475465
2600;Mª Encarnacion Sanguino San Roman;PLAZA;de Calvo Sotelo;21;Braojos;446021;4543321
2601;Mª Jesus Dominguez Barrio;PASEO;de la Estación;1;Navalcarnero;414066;4460781
2602;Alvaro Lescura Mora;AVDA;de la Tribuna;1;San Sebastián de los Reyes;449725;4493686
2603;Adela Casals Martin;CTRA;N-I ( Burgos);km 19;San Sebastián de los Reyes;447929;4488205
2604;Sonia María Alfonsín Pérez;CALLE;del Concejal Francisco José Jiménez Martín;8;Madrid;437982;4472795
2605;Mª Dolores Noguera Cases;CALLE;de Conchita Montes;;Madrid;446500;4481073
2606;Luis Fernando Gonzalez Zazo;PLAZA;de Miguel Echegaray;5;Humanes de Madrid;430215;4456820
2607;Ricardo Campos Gómez;CALLE;de los Juglares;16;Madrid;447380;4472586
2609;Maria Purificacion Alonso Lopez;CALLE;del Comercio;31;Tres Cantos;439776;4494448
2610;Gregorio Ayala Garcia;SECT;Foresta;41;Tres Cantos;439737;4495719
2611;Maria Concepcion Bravo Gomez;AVDA;de Mallorca;12;Rozas de Madrid, Las;424076;4487624
2612;Enrique Fernández De Vega Serrano;AVDA;de Pablo Iglesias;93;Madrid;439615;4478748
2613;Maria Dolores Basanta Rodriguez;CALLE;Calvo Sotelo;8;Soto del Real;433851;4511662
2614;Maria Jimenez Jimenez;CALLE;de la Fuente;10;San Martín de Valdeiglesias;381290;4469163
2615;Mª Teresa Gonzalez Asenjo;URB;la Cerca;34;Collado Villalba;416600;4499726
2617;Vicente Cascante Burgos;AVDA;de Pablo Iglesias;81;Rivas-Vaciamadrid;455435;4466564
2618;Mª Del Pilar Gomez Iglesias;CALLE;Humanes;19;Fuenlabrada;432778;4459082
2619;Juan Pablo Jimenez Buger;AVDA;de la Victoria;0;Madrid;430682;4479996
2620;Maria Del Carmen Lopez Quintana;PLAZA;de la Constitución;2;Rivas-Vaciamadrid;453586;4467374
2621;Maria Pilar Vallejo Del Barrio;CALLE;Guadarrama;12;Galapagar;415030;4492475
2622;Mª Del Carmen Molina Canovas;AVDA;del Infante Don Luis;11;Boadilla del Monte;423941;4473111
2623;Gines Miguel De Haro Martinez;CALLE;Lope de Vega;2;Pozuelo de Alarcón;430607;4475744
2624;Ricardo Vega Alvarez;CALLE;Francia;5;Pozuelo de Alarcón;431585;4476146
2625;Jose Manuel Herrero Burgos;CALLE;de Suiza;20;Fuenlabrada;431760;4459537
2626;Mª Mercedes Martin Velasco;CALLE;del Pino;17;Villavieja del Lozoya;443584;4539585
2627;Mª Soledad Aviles Martinez;AVDA;de Guinea Ecuatorial;14;Getafe;437844;4464569
2628;Mª Victoria Sanchez Gonzalez;AVDA;de Viñuelas;13;Tres Cantos;440163;4493948
2629;José Manuel Hernández Repilado;CALLE;de Miguel de Cervantes;3;Colmenar Viejo;434306;4501589
2630;Rosario Patricia Alvarez Llano;CALLE;Jorge Luis Borges;9;Alcalá de Henares;468367;4482687
2631;Rosalia Concepcion Echavarri Sierra;PASEO;de Deleite;0;Aranjuez;447196;4430603
2632;Rogelio Enriquez Casasnovas;CALLE;Infante Don Luis;3;Alcalá de Henares;468246;4480306
2633;Sonsoles Maria Cuesta Sierra;CALLE;Río Odiel;10;Móstoles;425402;4462746
2634;Maria Martinez Garcia;CALLE;Pedro de Lerma;4;Alcalá de Henares;467844;4480858
2635;Mª Del Pilar Merinero Lopez;CALLE;Parque Rivas;3;Rivas-Vaciamadrid;454665;4465908
2636;Maria  Bertina Ortega Vasalo;CALLE;Francisco Umbral;8;Majadahonda;426305;4480014
2637;Juan Jose Atienza Serna;AVDA;de Retamas;9;Alcorcón;428991;4465768
2638;Maria Cruz Ramos Garrido;AVDA;de Navarrondán;20;San Sebastián de los Reyes;446814;4490143
2639;Cristina Sanchez Cicuendez;BULEV;de José Prat;24;Madrid;447194;4472014
2640;Margarita Alfaro Martinez;CALLE;Isaac Peral;25;Arganda del Rey;462851;4460637
2641;Blanca Bruna Paniagua;CALLE;Pinto;81;Parla;435365;4454677
2642;Rocio Gomez Castanedo;CALLE;de Jerónimo del Moral;19;Ciempozuelos;447202;4445793
2643;Juan Pablo Mateos Pablos;CALLE;Virgen del Pilar;1;Collado Villalba;415094;4497932
2644;Ana Maria Molinero Crespo;CALLE;Fátima;33;Fuenlabrada;431752;4459727
2645;Josefina Gangoso Herreras;CALLE;Unamuno;11;Coslada;451666;4474942
2646;Enrique Puig De La Bellacasa Marfagon;CALLE;Real;41;Torrelodones;421635;4491998
2647;Juan Acosta Urrea;CALLE;Vitoria;9;Fuenlabrada;432073;4460918
2648;Maria Luisa Navarro Izquierdo;CALLE;Herencia;23;Valdemoro;441843;4449124
2649;Irantzu Alcaraz Carrillo De Albornoz;AVDA;de la Ermita;2;Alcobendas;446053;4487461
2650;Leonor Alvarez Vazquez;CALLE;de Francisco de Goya;8;Mejorada del Campo;458816;4471388
2651;Mª Sara Frias Sanchez;CALLE;Bélgica;45;Pinto;440745;4455807
2652;Jose Antonio Ortiz Alcelay;AVDA;Víctimas del Terrorismo;8;Alcalá de Henares;469504;4484857
2653;Luis Quiralte Carreño;CALLE;Cuba;3;Parla;434823;4453550
2654;Mónica Gallardo  Del Campo;CALLE;de Concepción Arenal;6;Fuenlabrada;428843;4460624
2655;Remedios Faba Martin;CALLE;Asturias;4;Torrejón de Ardoz;460898;4479080
2657;Francisco Javier Mera Cerrato;CALLE;Alfonso XIII;17;Parla;435023;4453989
2658;Francisco Martin Belmonte Carnicero;CALLE;Río Cigüela;32;Boadilla del Monte;423022;4475822
2659;Jimena Garcia Lobo;AVDA;de Viena;6;Coslada;453922;4474482
2660;Santiago Castro Feito;AVDA;de Castilla La Mancha;109;San Sebastián de los Reyes;445789;4489829
2661;Rosa Mª Martinez Vicente;AVDA;de la Libertad;3;Alcorcón;431051;4466499
2662;Javier Aznar Mendiola;CALLE;Holanda;4;Leganés;437085;4465512
2663;Daniel Manzanares Macias;AVDA;de Pablo Iglesias;17;Fuenlabrada;429254;4461679
2664;Santiago Tejeiro Fernandez;AVDA;de Europa;4;Pinto;440904;4455620
2665;Mariana Ruiz Fernandez;CALLE;Luis Madrona;S/N;Alcalá de Henares;470356;4482205
2666;Enrique Garcia De Casasola Sanchez;CALLE;Dalia;34;Móstoles;426486;4465626
2667;Susana Bascoy Castro;CALLE;Honorio Lozano;37;Collado Villalba;415171;4498195
2668;Herederos De Mª Del Rosario Duran Egea;CALLE;Gardenia;s/n;Alcalá de Henares;468439;4480416
2669;Felipe Rafael Perez Gracia;CALLE;Rincón de las Eras;1;Collado Villalba;414615;4498852
2670;Pedro Guillermo Garijo Reillo;PASEO;de los Pinos;S/N;Alcalá de Henares;468348;4482224
2671;Eva Elena Sanchez Bataller;CALLE;Saiz de Rueda;12;Velilla de San Antonio;458754;4468657
2672;Isabel Rivas Alcazar;CALLE;Honduras;4;Coslada;453649;4475002
2673;Angustias Frias Rivera;PLAZA;de Extremadura;2;Rivas-Vaciamadrid;453449;4468516
2674;Maria Soledad Perez Escudero;AVDA;España;31;Majadahonda;426437;4480494
2675;Veronica Fernandez Garcia;CALLE;Barlovento;s/n;Pozuelo de Alarcón;432314;4474668
2676;Agueda Rosario Santiago Santiago;CALLE;Nicaragua;12;Pinto;440310;4454582
2677;Patricia Vega Viejo;CALLE;Señora Sergia;48;Torrelodones;421199;4492649
2678;Manuel Roman Garcia;CALLE;de las Islas Británicas;6;Fuenlabrada;431206;4460103
2679;Paloma Pla Alonso;CALLE;de Abastos;94;Aranjuez;448680;4431453
2680;Elena Fernandez Lopez;CALLE;Cañada Nueva;32;San Lorenzo de El Escorial;402999;4494366
2681;Jose Manuel Rubio Sanchez-Sierra;PLAZA;de Juan Carlos I;1;Getafe;436647;4461015
2682;Pedro Caballero Campo;CALLE;Ramón y Cajal;14;Parla;434246;4454298
2683;Eduardo Garcia Padial;CALLE;Juan de Austria;2;Arganda del Rey;463207;4460948
2684;Lydia Ramos Alonso;PLAZA;Juan Sanz;8;Majadahonda;425802;4480535
2685;Rafael Meléndez Pardo;CALLE;Circunvalación;9;Torrejón de Ardoz;460430;4477748
2686;Carlota Toledano Diaz;PASEO;Guadalajara;18;San Sebastián de los Reyes;446502;4490190
2687;Mª Jose Iglesias Mendez;AVDA;de María Moliner;26;Leganés;436377;4466151
2688;Leticia Gago Casanova;CALLE;Anita Martínez;16;Leganés;434238;4466307
2689;Ana Maria Rueda Sanchez;CALLE;Portugal;44;Fuenlabrada;431221;4459643
2690;Cristina Rando Diego;CALLE;de Luis Vicente Fernández Salcedo;16;Colmenar Viejo;435740;4501261
2691;Manuel Enrique Gil Rodriguez;PLAZA;de Federico García Lorca;2;Rivas-Vaciamadrid;453215;4468554
2692;Rocio Garrido Ramirez;AVDA;Príncipe de Asturias;100;Villaviciosa de Odón;422654;4468011
2693;Maria Jose Jimenez Muñoz;PLAZA;de Asturias;1;Rivas-Vaciamadrid;453374;4468194
2694;José García García;AVDA;de la Alcarria;6;Alcalá de Henares;469155;4482378
2695;Eva Alsina Berzosa;CALLE;Nuestra Señora del Pilar;19;Alcalá de Henares;468269;4480135
2696;Herederos De Santiago Martinez Del Olmo;CALLE;la Venta;59;Collado Villalba;414611;4498443
2697;Loreto Falero Puche;CALLE;Salvador Dalí;9;Majadahonda;427293;4478231
2698;Beatriz Castellanos Dengra;CALLE;Francisco Ayala;;San Sebastián de los Reyes;447936;4490204
2699;Jose Maria Oliveros Escamilla;CALLE;de las Infantas;5;San Sebastián de los Reyes;446451;4488743
2700;Beatriz Gomez Corisco;CALLE;Isabel Allende;4;Getafe;438750;4464210
2701;Maria Luisa Martinez Rodriguez;PLAZA;Mar Caribe;1;Coslada;451976;4474805
2702;Miguel Ruano Panadero;CALLE;de Arroyomolinos;8;Fuenlabrada;431785;4458642
2703;Rosa Maria Omaña Arienza;AVDA;de los Príncipes de España;3;Coslada;453382;4475252
2704;Carlota Ceres Vega-Leal;RONDA;de la Pescadería;9;Alcalá de Henares;469080;4480918
2705;Veronica Valbuena Iglesias;CALLE;Brigadas Internacionales;2;Alcalá de Henares;470034;4484357
2706;Irene Rodriguez Gonzalez;CALLE;de Mónaco;17;Fuenlabrada;431457;4459034
2707;Juan Jose  Lorenzo Seco;CALLE;del Río Ebro;16;Móstoles;425437;4463048
2708;Jorge Ramón Sampedro Jimeno;CALLE;Pablo Freire;2;Leganés;434357;4465496
2709;Maria Carmen Esteban Pinilla;AVDA;de España;10;Fuenlabrada;431832;4460380
2710;Elisa Lozano Alonso;AVDA;de Baunatal;25;San Sebastián de los Reyes;446376;4489394
2711;Montserrat, De Marco Martin;CTRA;Mejorada;1;San Fernando de Henares;454814;4474961
2712;Angel Francisco Manzanero Castillo;CALLE;Toledo;1;Alcalá de Henares;470852;4481564
2713;Concepcion Ortego Albarran;CALLE;Camilo José Cela;13;Rozas de Madrid, Las;424305;4486316
2714;Marta Gallo Martinez-Peñuela;CALLE;Santa Catalina;19;Majadahonda;426038;4480350
2715;Olivia Penelope Gamez Jimenez;CALLE;de Cazorla;87;Madrid;443556;4469664
2716;Maria Felisa Romero Fernandez;AVDA;de los Fresnos;18;Torrejón de Ardoz;459898;4477089
2717;Susana Sanz Pinilla;CALLE;Pablo Coronel;8;Alcalá de Henares;468258;4480980
2718;Sandra Pozo Sanz;AVDA;Benito Pérez Galdós;7;Alcalá de Henares;468636;4484182
2719;Paloma Olleros Santos-Ruiz;CALLE;Solana;57;Torrejón de Ardoz;461465;4478658
2720;Isabel Maria Prieto Valero;CALLE;del Alerce;17;Madrid;440975;4468701
2721;Marta Artime Ferrer;AVDA;Pocito de las Nieves;2;Rozas de Madrid, Las;426351;4482820
